id,Ocup_2000,Ocup_2010,Ocup_2018,xcoord,ycoord,NM_MU,CODMU,COD_1,COD_UF,UF,COD_2,ANO,IVS_2000,IVS_INF_00,IVS_CPH_00,IVS_REN_00,2010_ANO,IVS_2010,IVS_INF_10,IVS_CPH_10,IVS_REN_10,fid,ID_UNICO,nome_1KM,nome_5KM,nome_10KM,nome_50KM,nome_100KM,nome_500KM,QUADRANTE,MASC,FEM,POP,DOM_OCU,area,perimeter
F1234,"1","0","0",-36.075255900010198,-8.005499071676111,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,562,200ME69498N103858,1KME6949N10385,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"7","9","16","5",40081.927978515625000,800.883496785642706
F1235,"1","0","0",-36.075390026255000,-8.005476778096170,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,562,200ME69498N103858,1KME6949N10385,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"7","9","16","5",40081.927978515625000,800.883496785642706
F1236,"1","0","0",-36.075502776127301,-8.005458420819741,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,562,200ME69498N103858,1KME6949N10385,5KME6945N10385,10KME6940N10380,50KME6900N10350,100KME6900N10350,500KME6800N10350,ID_68,"7","9","16","5",40081.927978515625000,800.883496785642706
F1402,"1","0","0",-36.066182087803000,-8.007601463819670,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,692,200ME69508N103854,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"43","47","90","32",40081.217773437500000,800.876439065565592
F1405,"1","0","0",-36.065989514055801,-8.007630627672880,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,692,200ME69508N103854,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"43","47","90","32",40081.217773437500000,800.876439065565592
F1406,"1","0","0",-36.065839688405099,-8.007654128715460,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,692,200ME69508N103854,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"43","47","90","32",40081.217773437500000,800.876439065565592
F1407,"1","0","0",-36.065681702430503,-8.007685547239600,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,692,200ME69508N103854,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"43","47","90","32",40081.217773437500000,800.876439065565592
F1230,"1","0","0",-36.071990418437899,-8.005944242449999,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,699,200ME69502N103858,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"31","27","58","16",40081.667968750000000,800.880898077631969
F1231,"1","0","0",-36.072365318376903,-8.005889032982010,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,699,200ME69502N103858,1KME6950N10385,5KME6950N10385,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"31","27","58","16",40081.667968750000000,800.880898077631969
F1080,"1","0","0",-36.057290429394698,-8.011112702408029,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,909,200ME69518N103850,1KME6951N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"55","59","114","34",40080.527832031250000,800.869587957709200
F1081,"1","0","0",-36.057299433840001,-8.011060227522499,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,909,200ME69518N103850,1KME6951N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"55","59","114","34",40080.527832031250000,800.869587957709200
F1084,"1","0","0",-36.057314117265399,-8.010747026657629,TORITAMA,"2615409",261540.000000000000000,26.000000000000000,Pernambuco,2615409.000000000000000,2000.000000000000000,0.428000000000000,0.069000000000000,0.748000000000000,0.466000000000000,2010.000000000000000,0.362000000000000,0.112000000000000,0.595000000000000,0.379000000000000,909,200ME69518N103850,1KME6951N10384,5KME6950N10380,10KME6950N10380,50KME6950N10350,100KME6900N10350,500KME6800N10350,ID_68,"55","59","114","34",40080.527832031250000,800.869587957709200
