"","id","Rodovia","SNV","Km","Lado","Tipo","P_constr","N_Pessoas","UN_ID","Ocup_2000","Ocup_2010","Ocup_2018","UN_ORIG_FI","n","distance","feature_x","feature_y","xcoord","ycoord","zcoord","mvalue"
"1","F1810",NA,NA,NA,NA,NA,NA,NA,"F1812",1,0,0,359,1,101.453106416055,816573.431493639,9119546.02510533,-36.1287379212667,-7.9552932977223,-999999,0
"2","F1811",NA,NA,NA,NA,NA,NA,NA,"F1812",1,0,0,359,1,87.3128833809664,816571.617960179,9119531.68739146,-36.1287534536421,-7.95542294042614,-999999,0
"3","F1811",NA,NA,NA,NA,NA,NA,NA,"F1812",1,0,0,359,1,77.4166546321961,816570.28344297,9119521.60527243,-36.128764912855,-7.95551410743415,-999999,0
"4","F1811",NA,NA,NA,NA,NA,NA,NA,"F1812",1,0,0,359,1,69.4438615948216,816569.184117601,9119513.43050117,-36.1287743607339,-7.95558802843883,-999999,0
"5","F1793",NA,NA,NA,NA,NA,NA,NA,"F1791",1,0,0,360,1,28.7823761746325,816647.174257387,9120230.3394958,-36.1281127019436,-7.94910648044451,-999999,0
"6","F1687",NA,NA,NA,NA,NA,NA,NA,"F1693",1,0,0,108,1,90.7202689159478,817702.387500576,9122199.18795699,-36.1186745677841,-7.93125351894571,-999999,0
"7","F1688",NA,NA,NA,NA,NA,NA,NA,"F1693",1,0,0,108,1,85.5677984881768,817705.209000576,9122203.50995699,-36.1186492729836,-7.93121429665012,-999999,0
"8","F1688",NA,NA,NA,NA,NA,NA,NA,"F1693",1,0,0,108,1,80.7425266569489,817707.873000576,9122207.54645699,-36.1186253873931,-7.93117766346471,-999999,0
"9","F1689",NA,NA,NA,NA,NA,NA,NA,"F1693",1,0,0,108,1,72.3840783083313,817712.408500552,9122214.58645701,-36.1185847323851,-7.93111377901579,-999999,0
"10","F1690",NA,NA,NA,NA,NA,NA,NA,"F1693",1,0,0,108,1,61.8867684145281,817718.051000576,9122223.46395699,-36.1185341620421,-7.93103322500097,-999999,0
"11","F1690",NA,NA,NA,NA,NA,NA,NA,"F1693",1,0,0,108,1,51.3841306801143,817723.371000576,9122232.52795699,-36.1184865257578,-7.9309510063669,-999999,0
"12","F1691",NA,NA,NA,NA,NA,NA,NA,"F1693",1,0,0,108,1,39.9811215988615,817729.324500562,9122242.282457,-36.1184331925422,-7.93086250995833,-999999,0
"13","F1692",NA,NA,NA,NA,NA,NA,NA,"F1693",1,0,0,108,1,30.1530838781714,817734.733000597,9122250.57445703,-36.1183847057694,-7.93078726007693,-999999,0
"14","F1805",NA,NA,NA,NA,NA,NA,NA,"F1812",1,0,0,359,1,192.607119774239,816580.064135336,9119638.41606625,-36.1286836277324,-7.95445820854311,-999999,0
"15","F1804",NA,NA,NA,NA,NA,NA,NA,"F1812",1,0,0,359,1,210.982975851463,816582.231623662,9119656.72188229,-36.1286651373545,-7.95429269525093,-999999,0
"16","F1802",NA,NA,NA,NA,NA,NA,NA,"F1812",1,0,0,359,1,291.271208995912,816593.588635336,9119736.28156625,-36.1285672241922,-7.95357322950631,-999999,0
"17","F1803",NA,NA,NA,NA,NA,NA,NA,"F1812",1,0,0,359,1,254.431733128492,816588.34026343,9119699.78956475,-36.1286124897077,-7.95390323257468,-999999,0
"18","F1809",NA,NA,NA,NA,NA,NA,NA,"F1812",1,0,0,359,1,105.657190483233,816573.958812903,9119550.27463253,-36.1287334100008,-7.95525487381228,-999999,0
"19","F1790",NA,NA,NA,NA,NA,NA,NA,"F1791",1,0,0,360,1,22.2207486134122,816613.878038527,9120256.37960634,-36.1284160654366,-7.94887331710697,-999999,0
"20","F1789",NA,NA,NA,NA,NA,NA,NA,"F1791",1,0,0,360,1,32.5293045585057,816614.294730401,9120266.91997191,-36.128412951992,-7.94877806780946,-999999,0
"21","F1788",NA,NA,NA,NA,NA,NA,NA,"F1791",1,0,0,360,1,42.6417872432441,816614.605340616,9120277.13600817,-36.1284107794531,-7.94868575519778,-999999,0
"22","F1787",NA,NA,NA,NA,NA,NA,NA,"F1791",1,0,0,360,1,66.1776139841481,816614.17173616,9120300.71442377,-36.1284161908178,-7.9484727715569,-999999,0
"23","F1782",NA,NA,NA,NA,NA,NA,NA,"F1782",1,0,0,110,1,30.2186526255565,816729.866540339,9120887.25077894,-36.1274046482879,-7.94316667016338,-999999,0
"24","F1006",NA,NA,NA,NA,NA,NA,NA,"F1006",1,0,0,112,1,12.0359511948453,824975.546805484,9112627.55545991,-36.0521518371619,-8.01725752704591,-999999,0
"25","F1031",NA,NA,NA,NA,NA,NA,NA,"F1031",1,0,0,460,1,8.43114579809671,824731.838393163,9112952.8903836,-36.0543816699275,-8.01433441410958,-999999,0
"26","F1113",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,60.8748304793673,824373.249186028,9113452.73322355,-36.0576639241389,-8.00984228720982,-999999,0
"27","F1080",NA,NA,NA,NA,NA,NA,NA,"F1547",1,0,0,271,1,59.096096662745,824413.452196524,9113311.81218228,-36.0572904293947,-8.01111270240803,-999999,0
"28","F1081",NA,NA,NA,NA,NA,NA,NA,"F1547",1,0,0,271,1,57.4909401454875,824412.500286949,9113317.62789428,-36.05729943384,-8.0110602275225,-999999,0
"29","F1084",NA,NA,NA,NA,NA,NA,NA,"F1547",1,0,0,271,1,63.991415190636,824411.128530275,9113352.30859412,-36.0573141172654,-8.01074702665763,-999999,0
"30","F1085",NA,NA,NA,NA,NA,NA,NA,"F1547",1,0,0,271,1,67.4341521086657,824414.789239935,9113352.77444377,-36.0572809717025,-8.01074258148084,-999999,0
"31","F1086",NA,NA,NA,NA,NA,NA,NA,"F1547",1,0,0,271,1,70.9432057251903,824418.398417283,9113353.43403109,-36.0572483057401,-8.01073638949883,-999999,0
"32","F1087",NA,NA,NA,NA,NA,NA,NA,"F1547",1,0,0,271,1,74.9849291802657,824422.55229659,9113354.15692715,-36.0572107074358,-8.01072959036091,-999999,0
"33","F1088",NA,NA,NA,NA,NA,NA,NA,"F1547",1,0,0,271,1,78.8112445179117,824426.482038684,9113354.80748162,-36.0571751357186,-8.01072345922657,-999999,0
"34","F1089",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,78.1233315160422,824419.132346643,9113381.23051756,-36.0572434590368,-8.01048524121967,-999999,0
"35","F1090",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,74.4396613731593,824415.49026294,9113380.53292,-36.0572764207319,-8.01049177869154,-999999,0
"36","F1091",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,70.1616117547474,824411.251607823,9113379.73958952,-36.0573147827412,-8.01049921957456,-999999,0
"37","F1092",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,65.7015408930292,824406.835868957,9113378.88780077,-36.0573547458089,-8.01050719999929,-999999,0
"38","F1094",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,55.0348576432831,824396.863871538,9113375.06925489,-36.0574448708023,-8.01054234030551,-999999,0
"39","F1095",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,55.5769069827526,824395.429762266,9113380.34841746,-36.0574582103732,-8.01049474355035,-999999,0
"40","F1096",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,56.8186315743768,824393.514536134,9113386.81702007,-36.0574759873557,-8.0104364330649,-999999,0
"41","F1097",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,58.4812584695683,824391.89277898,9113392.32873029,-36.0574910426014,-8.01038674771834,-999999,0
"42","F1098",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,59.8844854101059,824390.77491886,9113396.06909142,-36.0575014162031,-8.01035303132785,-999999,0
"43","F1099",NA,NA,NA,NA,NA,NA,NA,"F1543",1,0,0,269,1,61.4041941248435,824389.80613403,9113399.50059303,-36.0575104187332,-8.01032209538689,-999999,0
"44","F1100",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,62.9569881373238,824388.676723227,9113403.34075572,-36.0575209034884,-8.01028747818002,-999999,0
"45","F1101",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,61.9296142241784,824388.182790919,9113407.39318422,-36.0575256428933,-8.01025090233973,-999999,0
"46","F1102",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,60.0091432268423,824386.509819937,9113410.75650143,-36.0575410227912,-8.01022062790852,-999999,0
"47","F1103",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,58.9751319243594,824385.545515387,9113413.89483765,-36.0575499656783,-8.01019233999774,-999999,0
"48","F1104",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,68.0096782427969,824394.580246063,9113413.85704707,-36.0574680845275,-8.01019209677882,-999999,0
"49","F1104",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,75.1275961420859,824401.670975426,9113415.68973951,-36.0574039426308,-8.01017508224386,-999999,0
"50","F1105",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,80.2961190071748,824406.790429004,9113417.163261,-36.0573576424257,-8.01016143984772,-999999,0
"51","F1106",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,79.3375685952905,824403.239394264,9113434.06345416,-36.0573909213406,-8.01000900096901,-999999,0
"52","F1108",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,56.4601194770204,824380.193425932,9113431.3317902,-36.0575996017184,-8.01003516877111,-999999,0
"53","F1109",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,56.8741542007061,824378.433518729,9113437.0017479,-36.0576159191966,-8.00998406281097,-999999,0
"54","F1110",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,57.7471447534705,824376.69840044,9113442.32781272,-36.0576319896932,-8.0099360618173,-999999,0
"55","F1111",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,59.2067439972324,824374.975600597,9113447.75220152,-36.0576479549285,-8.00988717181019,-999999,0
"56","F1114",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,62.7322563722293,824372.101096785,9113456.81268878,-36.0576745936643,-8.00980550944666,-999999,0
"57","F1115",NA,NA,NA,NA,NA,NA,NA,"F1532",1,0,0,268,1,64.7318760369886,824370.68917542,9113461.02658708,-36.0576876629312,-8.00976753434451,-999999,0
"58","F1116",NA,NA,NA,NA,NA,NA,NA,"F1519",1,0,0,267,1,64.1148799374937,824369.29428332,9113464.82127988,-36.0577005506551,-8.00973334505231,-999999,0
"59","F1117",NA,NA,NA,NA,NA,NA,NA,"F1131",1,0,0,365,1,59.272218501305,824365.884835133,9113469.58490934,-36.057731758485,-8.00969053315934,-999999,0
"60","F1119",NA,NA,NA,NA,NA,NA,NA,"F1131",1,0,0,365,1,59.0917055831422,824373.072444617,9113470.66776358,-36.0576666899731,-8.00968028612086,-999999,0
"61","F1120",NA,NA,NA,NA,NA,NA,NA,"F1131",1,0,0,365,1,60.5206562831046,824377.367852728,9113470.16618352,-36.0576277296346,-8.00968453925994,-999999,0
"62","F1121",NA,NA,NA,NA,NA,NA,NA,"F1131",1,0,0,365,1,61.652014960363,824381.181364472,9113470.10223906,-36.0575931649611,-8.00968487017192,-999999,0
"63","F1122",NA,NA,NA,NA,NA,NA,NA,"F1131",1,0,0,365,1,40.2133814207063,824382.036607029,9113493.79511915,-36.0575869520512,-8.00947078408699,-999999,0
"64","F1123",NA,NA,NA,NA,NA,NA,NA,"F1131",1,0,0,365,1,38.016102534744,824376.076580641,9113493.37103561,-36.057640938132,-8.00947500066751,-999999,0
"65","F1124",NA,NA,NA,NA,NA,NA,NA,"F1131",1,0,0,365,1,36.6914852538666,824370.565225072,9113493.02854817,-36.0576908633676,-8.00947845111163,-999999,0
"66","F1125",NA,NA,NA,NA,NA,NA,NA,"F1131",1,0,0,365,1,36.1583768630984,824366.833607663,9113492.88661512,-36.0577246724848,-8.00947997469132,-999999,0
"67","F1126",NA,NA,NA,NA,NA,NA,NA,"F1131",1,0,0,365,1,35.9625060823721,824362.849194203,9113492.78296736,-36.0577607750895,-8.00948116877087,-999999,0
"68","F1127",NA,NA,NA,NA,NA,NA,NA,"F1130",1,0,0,364,1,32.4126026052562,824354.853732413,9113496.06020143,-36.0578334478365,-8.00945208097414,-999999,0
"69","F1128",NA,NA,NA,NA,NA,NA,NA,"F1130",1,0,0,364,1,20.0388221483755,824353.675872679,9113508.6268414,-36.0578449379467,-8.00933863581052,-999999,0
"70","F1129",NA,NA,NA,NA,NA,NA,NA,"F1130",1,0,0,364,1,8.62426192493104,824352.780204019,9113520.8144255,-36.0578538460421,-8.00922859660857,-999999,0
"71","F1134",NA,NA,NA,NA,NA,NA,NA,"F1130",1,0,0,364,1,27.4123557538193,824343.736466402,9113552.4748719,-36.0579378608418,-8.00894317541246,-999999,0
"72","F1135",NA,NA,NA,NA,NA,NA,NA,"F1130",1,0,0,364,1,31.5183845446699,824344.060172928,9113557.21082238,-36.0579352345457,-8.00890037202591,-999999,0
"73","F1136",NA,NA,NA,NA,NA,NA,NA,"F1130",1,0,0,364,1,36.1950565517059,824344.480498402,9113562.42105787,-36.0579317634047,-8.00885327791216,-999999,0
"74","F1137",NA,NA,NA,NA,NA,NA,NA,"F1130",1,0,0,364,1,60.0303930598368,824325.663720866,9113579.69563966,-36.0581034139401,-8.00869844423091,-999999,0
"75","F1139",NA,NA,NA,NA,NA,NA,NA,"F1130",1,0,0,364,1,71.920334515288,824316.004411513,9113587.59662498,-36.0581914653851,-8.00862769502964,-999999,0
"76","F1140",NA,NA,NA,NA,NA,NA,NA,"F1504",1,0,0,259,1,89.0604612613817,824301.816012322,9113604.63059402,-36.0583211548466,-8.00847473542133,-999999,0
"77","F1141",NA,NA,NA,NA,NA,NA,NA,"F1504",1,0,0,259,1,89.2648479541896,824297.173672043,9113606.05875131,-36.0583633193174,-8.00846213432394,-999999,0
"78","F1142",NA,NA,NA,NA,NA,NA,NA,"F1504",1,0,0,259,1,91.1781254508999,824292.448739456,9113608.96941025,-36.058406328476,-8.00843614630343,-999999,0
"79","F1143",NA,NA,NA,NA,NA,NA,NA,"F1504",1,0,0,259,1,95.226849100192,824288.483023047,9113613.64677352,-36.0584425717582,-8.00839414955689,-999999,0
"80","F1144",NA,NA,NA,NA,NA,NA,NA,"F1504",1,0,0,259,1,97.5286814184599,824284.801370115,9113616.33522797,-36.0584761116342,-8.00837010135107,-999999,0
"81","F1145",NA,NA,NA,NA,NA,NA,NA,"F1504",1,0,0,259,1,100.112416532141,824280.230365569,9113619.18430568,-36.0585177217902,-8.00834465965566,-999999,0
"82","F1146",NA,NA,NA,NA,NA,NA,NA,"F1484",1,0,0,256,1,99.4962257312851,824276.450254146,9113622.65930221,-36.0585522049794,-8.00831351253614,-999999,0
"83","F1147",NA,NA,NA,NA,NA,NA,NA,"F1484",1,0,0,256,1,95.6829038122265,824271.868715822,9113625.96222521,-36.0585939400334,-8.00828397167349,-999999,0
"84","F1149",NA,NA,NA,NA,NA,NA,NA,"F1484",1,0,0,256,1,91.0546495420539,824265.883615872,9113630.50679095,-36.0586484755875,-8.00824330511689,-999999,0
"85","F1150",NA,NA,NA,NA,NA,NA,NA,"F1484",1,0,0,256,1,85.5380380652105,824258.413777969,9113635.31583133,-36.0587164839141,-8.00820034541091,-999999,0
"86","F1151",NA,NA,NA,NA,NA,NA,NA,"F1484",1,0,0,256,1,77.7621212571449,824246.928705863,9113641.65057744,-36.0588209797665,-8.00814386276779,-999999,0
"87","F1152",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,61.8153671520394,824219.855933463,9113658.08113729,-36.0590673959394,-8.00799718679539,-999999,0
"88","F1153",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,40.2097054401907,824199.826907247,9113668.7946401,-36.0592496063591,-8.00790170063045,-999999,0
"89","F1154",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,35.2826015017126,824194.991260573,9113670.03719282,-36.0592935105961,-8.00789078857314,-999999,0
"90","F1155",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,30.7432701976582,824190.533026591,9113671.51393898,-36.0593340096715,-8.0078777365106,-999999,0
"91","F1156",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,25.8410650050279,824185.657290771,9113672.85035616,-36.059378283307,-8.00786597910374,-999999,0
"92","F1157",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,21.3207484170946,824181.100290771,9113674.04235616,-36.0594196589927,-8.00785550568805,-999999,0
"93","F1159",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,17.1714668471656,824176.826290771,9113675.14035616,-36.0594584638587,-8.00784586312805,-999999,0
"94","F1159",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,13.2151111363908,824172.568290771,9113676.25885616,-36.0594971250516,-8.00783603434136,-999999,0
"95","F1160",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,9.7112935170288,824168.382790771,9113677.36535616,-36.0595351284253,-8.00782630926654,-999999,0
"96","F1161",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,6.87891249159559,824163.835921356,9113678.37333805,-36.0595764003651,-8.00781749751675,-999999,0
"97","F1162",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,463,1,6.68647363322356,824159.05397961,9113679.43391816,-36.0596198060879,-8.00780822580796,-999999,0
"98","F1163",NA,NA,NA,NA,NA,NA,NA,"F1163",1,0,0,464,1,7.44458571679023,824154.49395469,9113681.20514434,-36.0596612467449,-8.00779252008183,-999999,0
"99","F1164",NA,NA,NA,NA,NA,NA,NA,"F1163",1,0,0,464,1,10.6856138650067,824149.212877016,9113683.6212541,-36.0597092638491,-8.00777103536024,-999999,0
"100","F1166",NA,NA,NA,NA,NA,NA,NA,"F1163",1,0,0,464,1,15.0357112748272,824140.402790555,9113681.23249487,-36.0597889514643,-8.00779318383563,-999999,0
"101","F1169",NA,NA,NA,NA,NA,NA,NA,"F1163",1,0,0,464,1,77.7795266124726,824080.648305535,9113701.10225729,-36.0603317723574,-8.00761755091857,-999999,0
"102","F1170",NA,NA,NA,NA,NA,NA,NA,"F1439",1,0,0,471,1,84.899212145751,824067.324687239,9113697.87201721,-36.0604523099314,-8.00764759252296,-999999,0
"103","F1171",NA,NA,NA,NA,NA,NA,NA,"F1439",1,0,0,471,1,96.2230407330763,824053.120861895,9113714.30920884,-36.0605820994776,-8.0075000238061,-999999,0
"104","F1230",NA,NA,NA,NA,NA,NA,NA,"F1387",1,0,0,469,1,266.579166763168,822795.586945402,9113895.50723791,-36.0719904184379,-8.00594424245,-999999,0
"105","F1231",NA,NA,NA,NA,NA,NA,NA,"F1387",1,0,0,469,1,227.519866315867,822754.265155451,9113901.91310905,-36.0723653183769,-8.00588903298201,-999999,0
"106","F1233",NA,NA,NA,NA,NA,NA,NA,"F1387",1,0,0,469,1,128.123055423042,822450.565221734,9113944.93747004,-36.0751204338386,-8.00551989668789,-999999,0
"107","F1234",NA,NA,NA,NA,NA,NA,NA,"F1387",1,0,0,469,1,139.963218061928,822435.634721734,9113947.34897004,-36.0752559000102,-8.00549907167611,-999999,0
"108","F1235",NA,NA,NA,NA,NA,NA,NA,"F1387",1,0,0,469,1,152.38418827225,822420.853221734,9113949.92197004,-36.075390026255,-8.00547677809617,-999999,0
"109","F1236",NA,NA,NA,NA,NA,NA,NA,"F1387",1,0,0,469,1,163.134730912815,822408.427221734,9113952.04247004,-36.0755027761273,-8.00545842081974,-999999,0
"110","F1237",NA,NA,NA,NA,NA,NA,NA,"F1237",1,0,0,465,1,6.39865806997445,822230.163136283,9113979.88898245,-36.077120126244,-8.00521831797001,-999999,0
"111","F1250",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,386,1,261.502698630575,820873.111635964,9114260.06441215,-36.0894367366383,-8.00277425511563,-999999,0
"112","F1251",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,386,1,243.142121701386,820860.314619755,9114274.99888493,-36.0895536708951,-8.00264015823104,-999999,0
"113","F1252",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,386,1,234.275585786056,820853.660119756,9114281.44088493,-36.0896143922208,-8.00258238792475,-999999,0
"114","F1253",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,386,1,223.445394777838,820845.604066407,9114289.55627759,-36.0896879227979,-8.00250959010368,-999999,0
"115","F1254",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,386,1,213.956122466287,820838.350400907,9114296.37373997,-36.0897540982566,-8.00244846621558,-999999,0
"116","F1255",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,386,1,198.087390580115,820826.707617906,9114309.14853029,-36.0898604332666,-8.00233380554103,-999999,0
"117","F1264",NA,NA,NA,NA,NA,NA,NA,"F1368",1,0,0,385,1,494.275254037247,820426.60982032,9115023.2455422,-36.0935321502646,-7.99590832879645,-999999,0
"118","F1263",NA,NA,NA,NA,NA,NA,NA,"F1368",1,0,0,385,1,490.317641246335,820421.15232032,9115024.1990422,-36.09358167064,-7.99590006321839,-999999,0
"119","F1265",NA,NA,NA,NA,NA,NA,NA,"F1368",1,0,0,385,1,499.36427601295,820433.48082032,9115021.9660422,-36.0934697989849,-7.99591944921593,-999999,0
"120","F1281",NA,NA,NA,NA,NA,NA,NA,"F1282",1,0,0,466,1,74.1449518438837,819572.22097212,9116846.50096511,-36.1013914577287,-7.97949164059231,-999999,0
"121","F1282",NA,NA,NA,NA,NA,NA,NA,"F1282",1,0,0,466,1,35.2745525751442,819549.147961241,9116877.78391634,-36.10160254572,-7.97921049808349,-999999,0
"122","F1284",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,83.0792708497696,819417.672494812,9117108.22911126,-36.1028086906397,-7.97713701903729,-999999,0
"123","F1285",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,77.8596833247724,819414.973494812,9117112.69711126,-36.1028334341652,-7.97709682669882,-999999,0
"124","F1286",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,70.6833360454584,819411.256891594,9117118.83661126,-36.102867505894,-7.97704159871136,-999999,0
"125","F1287",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,63.1106320538788,819407.357891594,9117125.32961126,-36.1029032530445,-7.97698318879648,-999999,0
"126","F1288",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,57.7096045147196,819404.648494812,9117130.00561126,-36.1029281040049,-7.97694111804798,-999999,0
"127","F1289",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,52.1308408286338,819401.821994812,9117134.81861126,-36.1029540249023,-7.97689781707744,-999999,0
"128","F1290",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,47.1408320835119,819399.294994812,9117139.12511126,-36.1029771994009,-7.97685907278678,-999999,0
"129","F1291",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,43.7366952060227,819397.610994812,9117142.08911126,-36.1029926489409,-7.97683240306037,-999999,0
"130","F1292",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,39.3040342976034,819395.411994812,9117145.94611126,-36.1030128223917,-7.97679769870685,-999999,0
"131","F1293",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,33.8349913245083,819392.719994812,9117150.72211126,-36.1030375220345,-7.97675472344677,-999999,0
"132","F1294",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,16.4811809734475,819382.39345983,9117164.71825374,-36.103131994808,-7.97662893839499,-999999,0
"133","F1295",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,8.35529026062521,819379.769616904,9117172.88282344,-36.1031562924027,-7.97655534669278,-999999,0
"134","F1297",NA,NA,NA,NA,NA,NA,NA,"F1298",1,0,0,174,1,9.57665660943494,819366.029144007,9117189.88456126,-36.1032818944215,-7.9764026258009,-999999,0
"135","F1296",NA,NA,NA,NA,NA,NA,NA,"F1295",1,0,0,173,1,6.36459515526462,819370.132608993,9117183.96730675,-36.1032443311098,-7.97645582157204,-999999,0
"136","F1299",NA,NA,NA,NA,NA,NA,NA,"F1298",1,0,0,174,1,11.9628254815764,819354.392234235,9117207.10224591,-36.1033884469937,-7.97624782055877,-999999,0
"137","F1302",NA,NA,NA,NA,NA,NA,NA,"F1298",1,0,0,174,1,21.2048844944382,819346.863099224,9117213.57235592,-36.1034570898317,-7.97618984758564,-999999,0
"138","F1301",NA,NA,NA,NA,NA,NA,NA,"F1298",1,0,0,174,1,33.4973120714487,819336.531223679,9117221.11773037,-36.1035512002918,-7.97612233849221,-999999,0
"139","F1302",NA,NA,NA,NA,NA,NA,NA,"F1298",1,0,0,174,1,44.4402509114257,819327.131223446,9117227.3004457,-36.1036367791128,-7.97606708043703,-999999,0
"140","F1306",NA,NA,NA,NA,NA,NA,NA,"F1972",1,0,0,391,1,77.4726048688094,819296.351298167,9117248.60448544,-36.1039170707752,-7.97587657315314,-999999,0
"141","F1305",NA,NA,NA,NA,NA,NA,NA,"F1298",1,0,0,174,1,71.9806111315979,819304.153724879,9117243.00857588,-36.1038460070102,-7.97592663144291,-999999,0
"142","F1314",NA,NA,NA,NA,NA,NA,NA,"F1902",1,0,0,368,1,112.238833312459,818894.065138694,9117444.79209056,-36.1075751699531,-7.97412971605476,-999999,0
"143","F1324",NA,NA,NA,NA,NA,NA,NA,"F1896",1,0,0,405,1,129.06407304297,818182.146527,9118193.03402273,-36.114074190215,-7.96741511304557,-999999,0
"144","F1326",NA,NA,NA,NA,NA,NA,NA,"F1340",1,0,0,384,1,136.609476068405,818084.482795614,9118210.98403153,-36.1149603727529,-7.96725911638555,-999999,0
"145","F1327",NA,NA,NA,NA,NA,NA,NA,"F1340",1,0,0,384,1,142.376970020038,818090.293816764,9118210.32295558,-36.1149076703897,-7.96726472185073,-999999,0
"146","F1328",NA,NA,NA,NA,NA,NA,NA,"F1340",1,0,0,384,1,138.756163854173,818088.150983256,9118216.40148104,-36.114927473921,-7.96720994350464,-999999,0
"147","F1330",NA,NA,NA,NA,NA,NA,NA,"F1340",1,0,0,384,1,107.003601348502,818059.149037962,9118233.3516359,-36.11519136763,-7.96705864540559,-999999,0
"148","F1331",NA,NA,NA,NA,NA,NA,NA,"F1340",1,0,0,384,1,105.398411356384,818056.971256447,9118230.05568939,-36.1152108944521,-7.96708855850525,-999999,0
"149","F1332",NA,NA,NA,NA,NA,NA,NA,"F1340",1,0,0,384,1,103.310214421291,818054.153212501,9118226.68331605,-36.1152362186115,-7.96711920244715,-999999,0
"150","F1357",NA,NA,NA,NA,NA,NA,NA,"F1361",1,0,0,468,1,36.806710256827,819593.71908916,9116620.64356641,-36.1011822447455,-7.98153065149467,-999999,0
"151","F1358",NA,NA,NA,NA,NA,NA,NA,"F1361",1,0,0,468,1,27.316644177195,819597.728820383,9116611.94563215,-36.101145352784,-7.98160897316836,-999999,0
"152","F1359",NA,NA,NA,NA,NA,NA,NA,"F1361",1,0,0,468,1,17.1876184836097,819601.617159175,9116602.4761679,-36.101109511745,-7.98169427247849,-999999,0
"153","F1363",NA,NA,NA,NA,NA,NA,NA,"F1361",1,0,0,468,1,66.5774665131435,819632.725969603,9116525.06028679,-36.1008226578641,-7.98239166430972,-999999,0
"154","F1402",NA,NA,NA,NA,NA,NA,NA,"F1401",1,0,0,485,1,21.4407125186683,823435.152669359,9113707.49613651,-36.066182087803,-8.00760146381967,-999999,0
"155","F1405",NA,NA,NA,NA,NA,NA,NA,"F1401",1,0,0,485,1,42.9134983994604,823456.377647552,9113704.1162279,-36.0659895140558,-8.00763062767288,-999999,0
