cod;id;Ocup_2000;Ocup_2010;Ocup_2018;xcoord;ycoord;NM_MU;CODMU;COD_1;COD_UF;UF;COD_2;ANO;IVS_2000;IVS_INF_00;IVS_CPH_00;IVS_REN_00;IVS_2010;IVS_INF_10;IVS_CPH_10;IVS_REN_10;fid;MASC;FEM;POP;DOM_OCU;area;perimeter;URB_RURAL;Dens_Dom;Dens_hab;MRT;VTN_MED;VTN_MIN;VTN_MAX;IDEX
85;F1122;1;0;0;-36,0575869521;-8,0094707841;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
86;F1123;1;0;0;-36,0576409381;-8,0094750007;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
87;F1124;1;0;0;-36,0576908634;-8,0094784511;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
88;F1125;1;0;0;-36,0577246725;-8,0094799747;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
89;F1126;1;0;0;-36,0577607751;-8,0094811688;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
90;F1127;1;0;0;-36,0578334478;-8,009452081;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
91;F1128;1;0;0;-36,0578449379;-8,0093386358;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
92;F1134;1;0;0;-36,0579378608;-8,0089431754;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
93;F1135;1;0;0;-36,0579352345;-8,008900372;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
94;F1526;1;0;0;-36,0579736127;-8,0099821681;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
95;F1527;1;0;0;-36,0579654508;-8,0100087331;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
96;F1528;1;0;0;-36,0579552527;-8,0100456004;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
97;F1529;1;0;0;-36,0579427253;-8,0100869003;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
98;F1531;1;0;0;-36,0579436243;-8,0101481124;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
99;F1533;1;0;0;-36,0579114338;-8,0102395039;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
100;F1536;1;0;0;-36,0578524783;-8,0103637584;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
101;F1537;1;0;0;-36,0578396126;-8,0104060903;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
102;F1538;1;0;0;-36,0578284786;-8,0104477028;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
103;F1539;1;0;0;-36,0578158571;-8,0104888484;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
104;F1540;1;0;0;-36,0578037014;-8,0105294915;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
105;F1541;1;0;0;-36,0577937232;-8,0105672953;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
106;F1542;1;0;0;-36,0577965915;-8,0106100721;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
107;F1521;1;0;0;-36,0581164817;-8,009773715;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
108;F1522;1;0;0;-36,0580616755;-8,0098568602;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
109;F1523;1;0;0;-36,0580502958;-8,0098992946;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
110;F1525;1;0;0;-36,0579994416;-8,0099424264;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
111;F1534;1;0;0;-36,0578793253;-8,0102840743;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
112;F1535;1;0;0;-36,057865756;-8,0103222857;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
113;F1107;1;0;0;-36,0575832407;-8,010084608;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
114;F1133;1;0;0;-36,0579338101;-8,0090131839;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;914;258;296;554;168;40080,5428466797;800,8697137305;1;0,004;0,0138221681;MRT IV;5105,25;1578,52;8631,99;139
115;F1408;1;0;0;-36,0655695952;-8,0076953576;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
116;F1411;1;0;0;-36,0652844984;-8,0077372652;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
117;F1412;1;0;0;-36,0651998944;-8,0077572808;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
118;F1413;1;0;0;-36,0650884727;-8,0077753843;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
119;F1414;1;0;0;-36,0649227938;-8,0078077388;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
120;F1415;1;0;0;-36,0647439121;-8,0078301457;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
121;F1416;1;0;0;-36,0644738762;-8,0078732904;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
122;F1417;1;0;0;-36,0641684266;-8,0079132839;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
123;F1418;1;0;0;-36,0640303036;-8,007931746;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
124;F1419;1;0;0;-36,0639589626;-8,0079413109;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
125;F1420;1;0;0;-36,0639086723;-8,0079481212;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
126;F1410;1;0;0;-36,0653838938;-8,0077271577;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;915;28;32;60;16;40081,0975341797;800,8752365716;1;0;0,001496965;MRT IV;5105,25;1578,52;8631,99;139
127;F1421;1;0;0;-36,063791056;-8,0079638745;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
128;F1422;1;0;0;-36,0635048017;-8,0079966962;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
129;F1424;1;0;0;-36,0633378106;-8,008022401;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
130;F1425;1;0;0;-36,0632031137;-8,0080427302;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
131;F1426;1;0;0;-36,0630241088;-8,0080647401;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
132;F1427;1;0;0;-36,0629043261;-8,0080786303;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
133;F1428;1;0;0;-36,062856179;-8,0080861152;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
134;F1429;1;0;0;-36,062809689;-8,0080931648;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
135;F1430;1;0;0;-36,062760564;-8,0081005208;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
136;F1431;1;0;0;-36,0627155491;-8,0081072512;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
137;F1432;1;0;0;-36,0626658786;-8,0081148472;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
138;F1433;1;0;0;-36,0626201582;-8,0081226307;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
139;F1434;1;0;0;-36,0625865196;-8,0081278069;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
140;F1435;1;0;0;-36,0624192834;-8,008152603;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;916;64;65;129;35;40080,9576416016;800,8738362501;1;0,001;0,003218486;MRT IV;5105,25;1578,52;8631,99;139
141;F1169;1;0;0;-36,0603317724;-8,0076175509;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;917;115;132;247;70;40080,8161621094;800,8724243162;1;0,002;0,0061625492;MRT IV;5105,25;1578,52;8631,99;139
142;F1170;1;0;0;-36,0604523099;-8,0076475925;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;917;115;132;247;70;40080,8161621094;800,8724243162;1;0,002;0,0061625492;MRT IV;5105,25;1578,52;8631,99;139
143;F1171;1;0;0;-36,0605820995;-8,0075000238;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;917;115;132;247;70;40080,8161621094;800,8724243162;1;0,002;0,0061625492;MRT IV;5105,25;1578,52;8631,99;139
144;F1437;1;0;0;-36,0616011955;-8,0082006284;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;917;115;132;247;70;40080,8161621094;800,8724243162;1;0,002;0,0061625492;MRT IV;5105,25;1578,52;8631,99;139
145;F1140;1;0;0;-36,0583211548;-8,0084747354;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
146;F1141;1;0;0;-36,0583633193;-8,0084621343;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
147;F1142;1;0;0;-36,0584063285;-8,0084361463;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
148;F1143;1;0;0;-36,0584425718;-8,0083941496;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
149;F1144;1;0;0;-36,0584761116;-8,0083701014;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
150;F1145;1;0;0;-36,0585177218;-8,0083446597;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
151;F1146;1;0;0;-36,058552205;-8,0083135125;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
152;F1147;1;0;0;-36,05859394;-8,0082839717;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
153;F1149;1;0;0;-36,0586484756;-8,0082433051;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
154;F1150;1;0;0;-36,0587164839;-8,0082003454;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
155;F1151;1;0;0;-36,0588209798;-8,0081438628;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
156;F1152;1;0;0;-36,0590673959;-8,0079971868;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
157;F1153;1;0;0;-36,0592496064;-8,0079017006;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
158;F1154;1;0;0;-36,0592935106;-8,0078907886;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
159;F1155;1;0;0;-36,0593340097;-8,0078777365;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
160;F1156;1;0;0;-36,0593782833;-8,0078659791;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
161;F1157;1;0;0;-36,059419659;-8,0078555057;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
162;F1159;1;0;0;-36,0594584639;-8,0078458631;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
163;F1159;1;0;0;-36,0594971251;-8,0078360343;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
164;F1160;1;0;0;-36,0595351284;-8,0078263093;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
165;F1161;1;0;0;-36,0595764004;-8,0078174975;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
166;F1162;1;0;0;-36,0596198061;-8,0078082258;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
167;F1163;1;0;0;-36,0596612467;-8,0077925201;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
168;F1164;1;0;0;-36,0597092638;-8,0077710354;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
169;F1166;1;0;0;-36,0597889515;-8,0077931838;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
170;F1485;1;0;0;-36,0593499096;-8,0085214751;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
171;F1486;1;0;0;-36,0593063725;-8,0085491697;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
172;F1487;1;0;0;-36,0592585622;-8,0085755553;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
173;F1488;1;0;0;-36,0592166525;-8,0085987671;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
174;F1489;1;0;0;-36,059188694;-8,0086152753;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
175;F1490;1;0;0;-36,0591654311;-8,00862969;TORITAMA;2615409;261540;26;Pernambuco;2615409;2000;0,428;0,069;0,748;0,466;0,362;0,112;0,595;0,379;918;170;178;348;100;40080,6867675781;800,8711312766;1;0,002;0,008682486;MRT IV;5105,25;1578,52;8631,99;139
